Mediterranean;31/03/2018;0;0;0;0;Presumed drowning;West of Plage Sbiaat, Commune de M'Said, Ain Témouchent, Algeria;35.400122962293, -1.258784939648;https://bit.ly/2JwAWNg
North Africa;31/03/2018;0;1;0;0;Sickness and lack of access to medicines, Starvation, Excessive Physical Abuse, Sexual abuse;Unspecified location in the Sahara desert, Sudan;19.635357000000, 27.103538000000;http://www.mixedmigration.org/4mi/
North Africa;31/03/2018;0;0;1;0;Sickness and lack of access to medicines, Suffocation;Bani Walid, Libya;31.723048000000, 14.025968000000;http://www.mixedmigration.org/4mi/
North Africa;31/03/2018;0;0;2;0;Suffocation, Vehicle Accident;Unspecified location in the Sahara desert, Libya;21.143170000000, 23.823002000000;http://www.mixedmigration.org/4mi/
Southeast Asia;30/03/2018;0;18;2;0;Vehicle Accident;Tak Province, Thailand;16.899101587435, 99.134089546094;https://wapo.st/2GtSGqA
Middle East;30/03/2018;0;0;0;0;Vehicle Accident;Iğdır province, Turkey, near border with Armenia;39.944335244415, 43.986297071289;https://reut.rs/2Ip7Gq4
Sub-Saharan Africa;30/03/2018;0;0;2;0;Sickness and lack of access to medicines, Starvation, Dehydration;Between Seguedine and Dirkou, Niger;18.885804000000, 13.024653000000;http://www.mixedmigration.org/4mi/
Horn of Africa;30/03/2018;0;0;1;0;Shot or stabbed;Kismayo, Somalia;-0.310591000000, 42.396130000000;http://www.mixedmigration.org/4mi/
Mediterranean;29/03/2018;7;0;7;0;Presumed drowning;Unspecified location in the Gibraltar Strait, between Morocco and Spain;35.961994206451, -5.382424111328;https://bit.ly/2Ej7nL0
Sub-Saharan Africa;29/03/2018;0;2;3;1;Vehicle Accident;Kilometer 9 marker on highway near Ngara, Kagera Region, Tanzania;-2.497341984525, 30.668877524512;https://bit.ly/2GXjIYq
US-Mexico Border;29/03/2018;0;0;1;0;Drowning;All-American Canal, Calexico, Imperial County, California, USA;32.653601967644, -115.656353535580;
US-Mexico Border;29/03/2018;0;0;1;0;Presumed drowning;Río Bravo, near 4404 Ira Road, Mission, Hidalgo County, Texas, USA;26.182987778393, -98.405593392773;
North Africa;29/03/2018;0;2;0;2;Fall from vehicle;Sahara desert, Ash Shamaliyah, Sudan;20.610678000000, 27.916851000000;http://www.mixedmigration.org/4mi/
Europe;28/03/2018;0;0;1;1;Vehicle Accident;Died in Hopital Claude Huriez, Lille, France, after jumping from a truck on a motorway near Port of Calais, France ;50.610968300000, 3.034904500000;https://bit.ly/2pPsjnL
US-Mexico Border;28/03/2018;0;0;1;0;Unknown (skeletal remains);Pima County jurisdiction, Arizona, USA;32.091909170874, -112.994825761720;http://humaneborders.info/
US-Mexico Border;28/03/2018;0;0;1;0;Presumed drowning;Río Bravo, near Garza Avenue / West Military Road, La Joya, Hidalgo County, Texas, USA;26.218109622769, -98.482653294165;
North Africa;28/03/2018;0;0;2;0;Sickness and lack of access to medicines, Starvation, Harsh weather/lack of adequate shelter;Sabha, Libya;26.920845000000, 14.357962000000;http://www.mixedmigration.org/4mi/
Sub-Saharan Africa;28/03/2018;0;0;1;1;Vehicle Accident;Bobo Dioulasso, Burkina Faso;11.180320000000, -4.294660000000;http://www.mixedmigration.org/4mi/
US-Mexico Border;27/03/2018;0;0;1;0;Unknown (skeletal remains);Pima County jurisdiction, Arizona, USA;32.017756700000, -112.164876400000;http://www.humaneborders.info/
US-Mexico Border;27/03/2018;0;1;0;0;Unknown (skeletal remains);Pima County jurisdiction, Arizona, USA;32.371764900000, -112.860693000000;http://humaneborders.info/
US-Mexico Border;27/03/2018;0;0;1;0;Presumed drowning;Río Bravo, near 41966 Expressway 83, Havana, Hidalgo County, Texas, USA;26.235224737159, -98.521416750354;
North Africa;27/03/2018;0;0;1;0;Sickness and lack of access to medicines, Harsh weather/lack of adequate shelter, Suffocation;Unspecified location in the Sahara desert, Sudan;19.635357000000, 27.103538000000;http://www.mixedmigration.org/4mi/
North Africa;27/03/2018;0;1;0;1;Sickness and lack of access to medicines;Sahara desert, Ash Shamaliyah, Sudan;20.610678000000, 27.916851000000;http://www.mixedmigration.org/4mi/
Sub-Saharan Africa;27/03/2018;0;2;0;1;Vehicle Accident;Zegoua, Mali;10.486490000000, -5.652830000000;http://www.mixedmigration.org/4mi/
Central America;26/03/2018;0;0;1;0;Hit by train, Train Accident;Train tracks between Bulevar Rodríguez Triana and Calle Ferrocarril, Las Julietas de Torreón, Coahuila, Mexico;25.500611274885, -103.407768083350;https://bit.ly/2GCX2ih
Central America;26/03/2018;3;1;1;1;Drowning;Bodies retrieved in Playa Morales and Playa Cascajal, Puerto Obaldía, Guna Yala, Panama;8.666783134338, -77.419983786369;https://bit.ly/2pMBOnw
Central America;26/03/2018;0;0;1;0;Fall from train;Train tracks near Éjido Luna, Escárcega, Campeche, Mexico;18.289917622304, -90.902274513245;https://bit.ly/2GU4J3E
Sub-Saharan Africa;26/03/2018;0;0;2;1;Starvation, Dehydration;Unspecified location in the Indian Ocean, off the coast of Tanzania;-8.798085000000, 40.785291000000;http://www.mixedmigration.org/4mi/
Sub-Saharan Africa;26/03/2018;0;0;1;0;Sickness and lack of access to medicines;Agadez, Niger;16.975204000000, 7.965108000000;http://www.mixedmigration.org/4mi/
US-Mexico Border;24/03/2018;0;1;0;0;Suicide;Body found in Mexicali, Baja California, Mexico;32.624538900000, -115.452262300000;https://bit.ly/2pPq6sj
Europe;24/03/2018;0;1;0;0;Sickness and lack of access to medicines;Sant'Anna Hospital in Turin, Italy, after being rejected on the France-Italy border;45.036023300000, 7.674031500000;https://bit.ly/2DV7ah3
Europe;24/03/2018;0;0;2;0;Violence;Bodies found in an abandoned building near Potamos, outside Alexandroupolis, Greece, near border with Turkey;40.857735248188, 25.886080446033;https://bit.ly/2DX9JiA
North Africa;24/03/2018;0;0;2;1;Sickness and lack of access to medicines, Dehydration;Sahara desert, Libya;24.322071000000, 13.740103000000;http://www.mixedmigration.org/4mi/
North Africa;24/03/2018;0;1;0;1;Sickness and lack of access to medicines;Sahara desert, Ash Shamaliyah, Sudan;20.610678000000, 27.916851000000;http://www.mixedmigration.org/4mi/
US-Mexico Border;23/03/2018;0;0;1;0;Unknown (skeletal remains);Pima County jurisdiction, Arizona, USA;31.914713900000, -111.965332300000;http://www.humaneborders.info/
North Africa;23/03/2018;0;0;1;0;Unknown;Sahara desert, Libya;21.693161000000, 23.974745000000;http://www.mixedmigration.org/4mi/
North Africa;23/03/2018;0;0;1;0;Vehicle Accident;Unspecified location in the Sahara desert, Sudan;19.635357000000, 27.103538000000;http://www.mixedmigration.org/4mi/
North Africa;23/03/2018;0;0;0;0;Sickness and lack of access to medicines, Starvation, Harsh weather/lack of adequate shelter, Suffocation;Benghazi, Libya;31.986596000000, 20.297225000000;http://www.mixedmigration.org/4mi/
Sub-Saharan Africa;23/03/2018;0;1;0;1;Vehicle Accident;San, Mali;13.306580000000, -4.892490000000;http://www.mixedmigration.org/4mi/
Sub-Saharan Africa;23/03/2018;0;1;0;1;Sickness and lack of access to medicines;Bamako, Mali;12.669425000000, -7.909603000000;http://www.mixedmigration.org/4mi/
Sub-Saharan Africa;23/03/2018;0;0;1;0;Excessive Physical Abuse;Zegoua, Mali;10.486490000000, -5.652830000000;http://www.mixedmigration.org/4mi/
US-Mexico Border;22/03/2018;0;0;1;0;Drowning;Rio Bravo, La Playita, Reynosa, Tamaulipas, Mexico;26.122863641117, -98.325093293462;https://bit.ly/2pHNXKD
South Asia;22/03/2018;0;0;1;0;Shot or stabbed;Iran, near the border with Turkey;37.503188000000, 44.796086000000;http://www.mixedmigration.org/4mi/
North Africa;22/03/2018;0;0;1;0;Shot or stabbed;Sabha, Libya;26.999031000000, 14.424901000000;http://www.mixedmigration.org/4mi/
North Africa;22/03/2018;0;1;2;1;Starvation, Dehydration;Sabratha, Libya;32.788441000000, 12.489750000000;http://www.mixedmigration.org/4mi/
Sub-Saharan Africa;22/03/2018;0;1;1;0;Sickness and lack of access to medicines;Sahara desert, Niger;20.833144000000, 11.236350000000;http://www.mixedmigration.org/4mi/
Sub-Saharan Africa;22/03/2018;0;1;0;0;Unknown;Agadez, Niger;16.975204000000, 7.965108000000;http://www.mixedmigration.org/4mi/
US-Mexico Border;21/03/2018;0;0;1;0;Unknown (skeletal remains);Pima County jurisdiction, Arizona, USA;32.163190400000, -112.998958600000;http://www.humaneborders.info/
US-Mexico Border;21/03/2018;0;1;0;0;Unknown (skeletal remains);Pima County jurisdiction, Arizona, USA;32.300134900000, -111.573646100000;http://www.humaneborders.info/
North Africa;21/03/2018;0;2;0;1;Vehicle Accident;Sahara desert, Sudan, near the border with Egypt;21.943709000000, 27.672666000000;http://www.mixedmigration.org/4mi/
Mediterranean;20/03/2018;0;0;1;0;Presumed drowning;Body found on the shore of Tripoli, Libya;32.908397062094, 13.256741284619;
US-Mexico Border;20/03/2018;0;1;0;0;Unknown;Cage Ranch, Brooks County, Texas, USA;27.064593600000, -98.144349100000;
Europe;20/03/2018;0;0;1;0;Hit by vehicle;Akti Drimeon Avenue in Patras, Greece;38.277998000000, 21.764864000000;https://bit.ly/2RRfEh0
Sub-Saharan Africa;20/03/2018;0;0;1;1;Sickness and lack of access to medicines;Agadez, Niger;16.975204000000, 7.965108000000;http://www.mixedmigration.org/4mi/
Sub-Saharan Africa;20/03/2018;0;1;1;1;Excessive Physical Abuse;Bandiagara, Mali;14.351270000000, -3.608040000000;http://www.mixedmigration.org/4mi/
East Asia;19/03/2018;0;1;2;0;Presumed drowning;Bodies found on beach in Taiwan's eastern coast, between Pingtung and Taitung County;22.237085694900, 120.955253840630;http://bit.ly/2pmULOe
South Asia;19/03/2018;0;2;0;1;Dehydration, Shot or stabbed;Unspecified location near border, Iran;33.315683000000, 59.991135000000;http://www.mixedmigration.org/4mi/
South Asia;19/03/2018;0;2;0;1;Starvation, Shot or stabbed;Unspecified location near border, Iran;27.684568000000, 62.705671000000;http://www.mixedmigration.org/4mi/
South Asia;19/03/2018;0;0;1;0;Suffocation;West Bengal, India;22.904814000000, 87.914411000000;http://www.mixedmigration.org/4mi/
North Africa;19/03/2018;0;0;1;1;Sickness and lack of access to medicines;Sahara desert, Libya;23.311991000000, 18.010010000000;http://www.mixedmigration.org/4mi/
Sub-Saharan Africa;19/03/2018;0;0;1;0;Sickness and lack of access to medicines;Segou, Mali;13.436756000000, -6.242715000000;http://www.mixedmigration.org/4mi/
Mediterranean;18/03/2018;0;0;1;0;Drowning;Body recovered on a beach in Rota, Cádiz, Spain;36.619003063120, -6.364435634424;http://bit.ly/2FS0mql
US-Mexico Border;18/03/2018;0;0;1;0;Drowning;Unspecified location in the Río Bravo;28.775431163322, -100.532556052990;https://bit.ly/2GK2uAX
North Africa;18/03/2018;0;0;1;0;Sickness and lack of access to medicines;Sahara desert, Libya;23.800424000000, 18.143748000000;http://www.mixedmigration.org/4mi/
Sub-Saharan Africa;18/03/2018;0;1;1;2;Vehicle Accident;Ouahigouya, Burkina Faso;13.574530000000, -2.413660000000;http://www.mixedmigration.org/4mi/
Sub-Saharan Africa;18/03/2018;0;0;1;1;Sickness and lack of access to medicines;Koro, Mali;14.063995000000, -3.080250000000;http://www.mixedmigration.org/4mi/
Europe;17/03/2018;0;0;0;0;Vehicle Accident;Highway near Xanthi, Greece, near border with Bulgaria;41.152142427258, 24.887520168262;http://reut.rs/2u2ZdGS
Mediterranean;17/03/2018;3;5;11;9;Drowning;Unspecified location off the coast of Agathonisi, Greece;37.462855742504, 27.010840066992;http://www.hcg.gr/node/17395
Southeast Asia;17/03/2018;0;2;1;0;Vehicle Accident;Near kilometer marker 77, Asia Highway 32, Tambon Ban Paeng, Sing Buri Province, Thailand;14.811862000000, 100.448111700000;https://bit.ly/2GgLdyi
North Africa;17/03/2018;0;0;1;0;Starvation, Dehydration, Suffocation;Sahara desert, Libya;24.224424000000, 13.972410000000;http://www.mixedmigration.org/4mi/
Sub-Saharan Africa;17/03/2018;0;1;0;0;Vehicle Accident;Sikasso, Mali;11.315370000000, -5.665460000000;http://www.mixedmigration.org/4mi/
North Africa;16/03/2018;0;0;1;0;Presumed drowning;Playa de la Madera, Tinajo, Lanzarote, Canary Islands;29.062086400000, -13.774629600000;http://bit.ly/2GHq0uS
North Africa;16/03/2018;0;0;1;0;Starvation, Dehydration;Sahara desert, Libya;22.223005000000, 22.799039000000;http://www.mixedmigration.org/4mi/
North Africa;16/03/2018;0;0;1;1;Sickness and lack of access to medicines, Dehydration, Harsh weather/lack of adequate shelter;Sahara desert, Libya;22.019453000000, 22.623337000000;http://www.mixedmigration.org/4mi/
Sub-Saharan Africa;16/03/2018;0;0;1;0;Unknown;Agadez, Niger;16.975204000000, 7.965108000000;http://www.mixedmigration.org/4mi/
Mediterranean;15/03/2018;0;0;0;0;Presumed drowning;Alboran Sea between Morocco and Spain;35.519970536120, -2.645016567187;http://bit.ly/2FDRbtf
Southeast Asia;15/03/2018;0;0;1;0;Killed by landmine blast;Railai Para area of Kuruk Pata village, Ali Kadam upazila, Bandarban district, Bangladesh near border with Myanmar;21.675981808557, 92.603158813281;http://bit.ly/2tSGqhj
US-Mexico Border;15/03/2018;0;0;1;0;Unknown;Unspecified location near Sarita, Kennedy County, Texas, USA;27.221700100000, -97.789305900000;https://bit.ly/2pFmOI5
Central America;14/03/2018;0;0;1;0;Hit by train;Train tracks near San Mateo Ixtacalco, Cuautitlán, Estado de México, Mexico;19.701724140844, -99.175031290552;http://bit.ly/2FRCl1P
US-Mexico Border;13/03/2018;0;0;1;0;Drowning;Río Bravo, near Reynosa Díaz, Tamaulipas, Mexico;26.216509546108, -98.455060823804;http://bit.ly/2tJgxAB
US-Mexico Border;13/03/2018;0;0;1;0;Unknown (skeletal remains);Pima County jurisdiction, Arizona, USA;31.339538600000, -110.978347600000;http://www.humaneborders.info/
South Asia;13/03/2018;0;0;2;0;Shot;Unspecified location on the Iran-Pakistan border;28.538765009322, 62.028221468750;https://bit.ly/2GOhj1a
US-Mexico Border;13/03/2018;0;0;1;0;Presumed drowning;Río Bravo, near 3325 Green Jay Road, Alamo, Hidalgo County, Texas, USA;26.073688357334, -98.133600069034;
North Africa;13/03/2018;0;0;1;1;Starvation, Dehydration;Sahara desert, Libya;24.921313000000, 13.970013000000;http://www.mixedmigration.org/4mi/
North Africa;13/03/2018;0;0;1;0;Sickness and lack of access to medicines;Egyptian Libyan border ;28.955282000000, 24.995294000000;http://www.mixedmigration.org/4mi/
Sub-Saharan Africa;13/03/2018;0;0;1;0;Shot or stabbed;Koro, Mali;14.625640000000, -7.985540000000;http://www.mixedmigration.org/4mi/
Sub-Saharan Africa;13/03/2018;0;0;1;1;Sickness and lack of access to medicines;San, Mali;13.306580000000, -4.892490000000;http://www.mixedmigration.org/4mi/
Europe;12/03/2018;0;0;1;0;Unknown;Delta of Evros River, Greece - Turkey border;40.730977330508, 26.054894299424;http://bit.ly/2pbl6xR
Central America;12/03/2018;0;0;1;0;Unknown;Federal Highway 200, near Colonia Lumija, Tapachula, Chiapas, Mexico;14.904896358320, -92.305992621484;http://bit.ly/2FxDlsH
Mediterranean;12/03/2018;0;0;1;0;Sickness and lack of access to medicines;Hospital in Modica, Sicily, after being rescued off the coast of Libya;36.839922534108, 14.765837528836;http://bit.ly/2tIL5m3
North Africa;12/03/2018;0;0;0;0;Sickness and lack of access to medicines, Dehydration, Harsh weather/lack of adequate shelter;Sahara desert, Libya;24.764291000000, 13.182405000000;http://www.mixedmigration.org/4mi/
North Africa;12/03/2018;0;0;2;0;Starvation, Dehydration;Sahara desert, Libya;24.081574000000, 13.267205000000;http://www.mixedmigration.org/4mi/
North Africa;12/03/2018;0;0;1;0;Sickness and lack of access to medicines, Vehicle Accident;Sahara desert, Sudan, near the border with Egypt;21.943709000000, 27.672666000000;http://www.mixedmigration.org/4mi/
US-Mexico Border;11/03/2018;0;0;1;0;Drowning;Río Bravo, El Saucito, Coahuila, Mexico;28.535236599023, -100.405340716030;http://bit.ly/2HtbaHG
US-Mexico Border;11/03/2018;0;0;1;0;Unknown;Sunland Park, near Santa Teresa port of entry, Doña Ana County, New Mexico, USA;31.788914152399, -106.591970136450;http://bit.ly/2IhUjZw
US-Mexico Border;10/03/2018;0;0;1;0;Unknown;Dos Palomas Ranch near Falfurrias, Brooks County, Texas, USA;27.153672900000, -98.317252900000;
Sub-Saharan Africa;10/03/2018;0;1;1;0;Vehicle Accident;Sikasso, Mali;11.315370000000, -5.665460000000;http://www.mixedmigration.org/4mi/
Sub-Saharan Africa;10/03/2018;0;0;1;0;Unknown;Bamako, Mali;12.669425000000, -7.909603000000;http://www.mixedmigration.org/4mi/
Southeast Asia;10/03/2018;0;0;1;0;Starvation, Dehydration, Excessive Physical Abuse;Ranong province, Thailand;9.952870200000, 98.608464100000;http://www.mixedmigration.org/4mi/
Southeast Asia;10/03/2018;0;0;1;1;Sickness and lack of access to medicines, Starvation;Yongon, Myanmar;16.866069400000, 96.195132000000;http://www.mixedmigration.org/4mi/
US-Mexico Border;09/03/2018;0;0;1;0;Unknown;Body retrieved in Sonora, Mexico;31.279770105149, -111.726145071880;https://goo.gl/afHw1T
North Africa;09/03/2018;0;0;1;0;Starvation, Dehydration, Harsh weather/lack of adequate shelter;Sahara desert, Libya;25.234758000000, 14.752113000000;http://www.mixedmigration.org/4mi/
Sub-Saharan Africa;09/03/2018;0;0;2;0;Vehicle Accident;Kayes, Mali;14.446820000000, -11.437940000000;http://www.mixedmigration.org/4mi/
Mediterranean;08/03/2018;0;0;1;0;Drowning;Body recovered on a beach in Rota, Cádiz, Spain;36.626580524694, -6.383661708643;http://bit.ly/2DMnWPj
US-Mexico Border;08/03/2018;0;0;1;0;Unknown (skeletal remains);Pima County jurisdiction, Arizona, USA;32.004028600000, -112.734800400000;http://www.humaneborders.info/
US-Mexico Border;07/03/2018;0;0;1;0;Drowning;Río Bravo, Cage Road and Military Highway, Pharr, Hidalgo County, Texas, USA;26.068278883330, -98.208758386908;http://bit.ly/2HUgIuX
North Africa;07/03/2018;0;1;2;1;Sickness and lack of access to medicines, Harsh weather/lack of adequate shelter, Suffocation;Sahara desert, Sudan, near the border with Egypt;21.943709000000, 27.672666000000;http://www.mixedmigration.org/4mi/
Sub-Saharan Africa;07/03/2018;0;0;1;0;Sickness and lack of access to medicines;Mopti, Mali;14.529806000000, -4.196529000000;http://www.mixedmigration.org/4mi/
Middle East;06/03/2018;0;0;1;0;Drowning;Evros river, Edirne, Turkey, near border with Greece;41.661229137053, 26.494259727051;http://bit.ly/2D9OTfu
Sub-Saharan Africa;06/03/2018;0;1;1;0;Vehicle Accident;Sikasso, Mali;11.315370000000, -5.665460000000;http://www.mixedmigration.org/4mi/
US-Mexico Border;06/03/2018;0;0;0;0;Unknown;Private ranch in Kenedy County, Texas, USA;26.839957161806, -97.858597105643;
Central America;05/03/2018;0;0;1;0;Hit by train;Train tracks near Colonia Gilberto Flores Muñoz, Huimanguillo, Tabasco, Mexico;17.806507581047, -93.404400065178;http://bit.ly/2G6FNU5
Sub-Saharan Africa;05/03/2018;0;0;2;0;Suffocation;Seguedine, Niger;20.231415000000, 12.843874000000;http://www.mixedmigration.org/4mi/
North Africa;04/03/2018;0;2;0;0;Sickness and lack of access to medicines, Harsh weather/lack of adequate shelter;Sahara desert, between Ash Shamaliyah and Wadi Halfa, Sudan ;21.878414000000, 31.612042000000;http://www.mixedmigration.org/4mi/
Sub-Saharan Africa;04/03/2018;0;0;2;1;Shot or stabbed;Bankass, Mali;12.669425000000, -7.909603000000;http://www.mixedmigration.org/4mi/
Mediterranean;03/03/2018;0;2;1;0;Drowning;Off the coast of Benzú, Ceuta, Spain;35.915401186367, -5.380983631274;http://bit.ly/2I3EV2N
Mediterranean;03/03/2018;21;4;17;0;Presumed drowning;53 nautical miles off the coast of Libya;33.442744459548, 12.570127875000;http://bit.ly/2H4VLgy
Europe;03/03/2018;0;0;1;0;Presumed drowning;Evros River, Anthia Apalou beach, Alexandroupolis, Greece-Turkey border;40.730370782836, 26.040387704956;https://bit.ly/2LrTbnZ
Horn of Africa;02/03/2018;0;0;1;0;Shot or stabbed;Kismayo, Somalia;-0.310591000000, 42.396130000000;http://www.mixedmigration.org/4mi/
US-Mexico Border;01/03/2018;0;0;1;0;Unknown;Reynosa, Tamaulipas, Mexico;26.067803724998, -98.299096729639;http://bit.ly/2FmMpjO
North Africa;01/03/2018;0;1;0;0;Sickness and lack of access to medicines;Sahara desert, Libya;23.800424000000, 21.601520000000;http://www.mixedmigration.org/4mi/
North Africa;01/03/2018;0;0;1;0;Fall from vehicle;Sahara desert, Libya;23.392682000000, 14.137156000000;http://www.mixedmigration.org/4mi/
North Africa;01/03/2018;0;0;2;0;Suffocation;Unspecified location in the Sahara desert, Sudan;19.635357000000, 27.103538000000;http://www.mixedmigration.org/4mi/
North Africa;01/03/2018;0;1;1;1;Sickness and lack of access to medicines, Excessive Physical Abuse, Sexual abuse;Sahara desert, Egypt, near border with Sudan;22.295935000000, 25.557740000000;http://www.mixedmigration.org/4mi/
North Africa;01/03/2018;0;1;1;1;Sickness and lack of access to medicines;Kufra District, Libya;22.019453000000, 23.150443000000;http://www.mixedmigration.org/4mi/
US-Mexico Border;28/02/2018;0;0;0;0;Unknown;La Visnada Ranch, Brooks County, Texas, USA;26.829161100000, -98.365447000000;
Mediterranean;28/02/2018;0;0;1;0;Presumed drowning;5 nautical miles northeast of Plage de Bouzedjar, Ain Témouchent, Algeria;35.612071497907, -1.170012647266;http://bit.ly/2ItWSI1
US-Mexico Border;28/02/2018;0;0;1;0;Drowning;All-American Canal, Calexico, Imperial County, California, USA;32.708410267190, -115.465232894480;
North Africa;28/02/2018;0;0;1;0;Sickness and lack of access to medicines;Kufra District, Libya;22.669779000000, 22.627121000000;http://www.mixedmigration.org/4mi/
North Africa;28/02/2018;0;0;1;0;Suffocation;Unspecified location in the Sahara desert, Libya;21.143170000000, 23.823002000000;http://www.mixedmigration.org/4mi/
North Africa;28/02/2018;0;0;2;0;Sickness and lack of access to medicines, Suffocation, Excessive Physical Abuse;Near Sabha, Libya;26.910418000000, 14.509939000000;http://www.mixedmigration.org/4mi/
Middle East;27/02/2018;0;1;1;4;Hypothermia;Near Mergasur River, Iraq near border with Turkey;36.969142252002, 44.286495544141;http://bit.ly/2GPTGoE
US-Mexico Border;27/02/2018;3;0;0;0;Presumed drowning;Río Bravo, near International Brigde 1, Piedras Negras, Coahuila, Mexico;28.705677151245, -100.512335822510;http://bit.ly/2t4XXm6
US-Mexico Border;27/02/2018;0;0;1;0;Unknown (skeletal remains);Pima County, Arizona, USA;32.325149400000, -113.235480700000;http://www.humaneborders.info/app/map.asp
US-Mexico Border;27/02/2018;0;0;1;0;Unknown (skeletal remains);Pima County, Arizona, USA;32.325149400000, -113.235480700000;http://www.humaneborders.info/app/map.asp
US-Mexico Border;27/02/2018;0;0;1;0;Presumed drowning;Río Bravo, near Military Road, Peñitas, Hidalgo County, Texas, USA;26.224381322896, -98.447739555542;
Mediterranean;26/02/2018;0;0;1;0;Cardiac arrest;Tarifa, Cádiz, Spain;36.008245901966, -5.603763054492;http://bit.ly/2F10oYt
South America;26/02/2018;0;0;2;2;Plane stowaway;Bodies recovered at José Joaquín de Olmedo International Airport, Guayaquil, Ecuador;-2.148053400000, -79.884198400000;http://bit.ly/2FAXqe8
North Africa;26/02/2018;0;1;1;2;Sickness and lack of access to medicines;Near Aswan, Egypt;24.102273000000, 32.985841000000;http://www.mixedmigration.org/4mi/
Mediterranean;25/02/2018;0;0;1;0;Presumed drowning;Playa de Levante, La Línea de la Concepción, Cádiz, Spain;36.150995800000, -5.337883400000;http://bit.ly/2HRd5XH
North Africa;24/02/2018;0;1;0;1;Sickness and lack of access to medicines;Sahara desert, Libya;21.366129000000, 23.633623000000;http://www.mixedmigration.org/4mi/
North Africa;24/02/2018;0;0;1;0;Shot or stabbed;Sabha, Libya;26.950841000000, 14.457394000000;http://www.mixedmigration.org/4mi/
Sub-Saharan Africa;24/02/2018;0;1;1;0;Starvation;Near Beira, Mozambique;-19.721815000000, 34.879524000000;http://www.mixedmigration.org/4mi/
Central America;23/02/2018;0;0;1;0;Shot;Federal Highway 185, near Jáltipan de Morelos, Veracruz, Mexico;17.964245546089, -94.748625911914;http://bit.ly/2EUO4sN
US-Mexico Border;23/02/2018;0;0;1;0;Hypothermia;La Rumorosa mountain, Tecate, Baja California, Mexico;32.593383730267, -116.088980347270;http://bit.ly/2oBHalk
Central America;23/02/2018;0;0;1;0;Shot;Carretera La Palma, near Éjido Las Pozas San Isidro, Tenosique, Tabasco, Mexico;17.458664608521, -91.444448735596;http://bit.ly/2oIFFSS
North Africa;23/02/2018;0;0;2;1;Sickness and lack of access to medicines, Starvation, Dehydration;Sahara desert, Libya;21.856401000000, 23.853251000000;http://www.mixedmigration.org/4mi/
Sub-Saharan Africa;23/02/2018;0;0;1;0;Suffocation;Near Arusha, Tanzania;-3.445196000000, 36.633972000000;http://www.mixedmigration.org/4mi/
Sub-Saharan Africa;22/02/2018;0;0;1;0;Sickness and lack of access to medicines;Near Dhobley, Somalia;2.500000000000, 42.329444000000;http://www.mixedmigration.org/4mi/
Sub-Saharan Africa;22/02/2018;0;0;1;0;Vehicle Accident;Ouahigouya, Burkina Faso;13.574530000000, -2.413660000000;http://www.mixedmigration.org/4mi/
Central America;21/02/2018;0;1;2;0;Vehicle Accident;Carretera federal Transístimica, near El Llano ranch, San Blas Atempa, Oaxaca, Mexico;16.337863554658, -95.228298143408;http://bit.ly/2HBnOp7
Horn of Africa;21/02/2018;0;0;1;0;Drowning;Off the coast of Brom Mayfa, Yemen ;12.583447082290, 44.170363431250;
Mediterranean;21/02/2018;0;1;1;0;Presumed drowning;25 nautical miles north of Béni-Saf, Ain Témouchent, Algeria;35.406879065613, -1.395759438281;http://bit.ly/2oE1mDZ
North Africa;21/02/2018;0;0;1;0;Sickness and lack of access to medicines;Egyptian Libyan border ;26.268788000000, 24.688648000000;http://www.mixedmigration.org/4mi/
North Africa;21/02/2018;0;1;0;0;Sickness and lack of access to medicines, Sexual abuse;Sabha, Libya;26.936150000000, 14.347580000000;http://www.mixedmigration.org/4mi/
North Africa;21/02/2018;0;1;0;0;Sickness and lack of access to medicines;Near Gedaref, Sudan;13.966799000000, 35.440559000000;http://www.mixedmigration.org/4mi/
North Africa;21/02/2018;0;0;0;0;Unknown;Unspecified location in the Sahara desert, Sudan;19.635357000000, 27.103538000000;http://www.mixedmigration.org/4mi/
Sub-Saharan Africa;21/02/2018;0;1;0;0;Sickness and lack of access to medicines;Tillaberi, Niger;14.207840000000, 1.452750000000;http://www.mixedmigration.org/4mi/
US-Mexico Border;20/02/2018;0;0;1;0;Unknown (skeletal remains);Pima County, Arizona, USA;31.890421800000, -110.581743500000;http://www.humaneborders.info/app/map.asp
North Africa;20/02/2018;0;0;2;0;Vehicle Accident;Unspecified location in the Sahara desert, Sudan;19.635357000000, 27.103538000000;http://www.mixedmigration.org/4mi/
Sub-Saharan Africa;20/02/2018;0;0;2;1;Unknown;Kantchari, Burkina Faso;12.486464000000, 1.513367000000;http://www.mixedmigration.org/4mi/
Mediterranean;19/02/2018;0;0;1;0;Unknown;Awlad Sukr area, 12km east of Al Khums, Libya;32.719144626209, 14.171768528906;
Central America;19/02/2018;0;0;1;0;Hit by train;Train tracks in Escobedo, near Monterrey, Nuevo León, México;25.797866394117, -100.329760675790;http://bit.ly/2FqvkVu
North Africa;19/02/2018;0;2;0;1;Starvation, Dehydration, Harsh weather/lack of adequate shelter;Sahara desert, Libya;23.679744000000, 12.696986000000;http://www.mixedmigration.org/4mi/
North Africa;19/02/2018;0;1;1;1;Sickness and lack of access to medicines, Excessive Physical Abuse, Sexual abuse;Unspecified location in the Sahara desert, Sudan;19.635357000000, 27.103537000000;http://www.mixedmigration.org/4mi/
