US-Mexico Border;25/09/2019;0;0;1;0;Unknown (skeletal remains);Ranch located north of USBP checkpoint on US Highway 281 near Falfurrias, Brooks County, Texas, USA;27.159316849220, -98.202154891570;http://bit.ly/31V1r7M
Sub-Saharan Africa;25/09/2019;0;0;1;1;Vehicle Accident;Sevare, Mali;-4.095111000000, 14.522790000000;
North Africa;25/09/2019;0;1;1;2;Sickness and lack of access to medicines, Dehydration;Kufra, Libya;23.848018000000, 21.993292000000;
North Africa;24/09/2019;0;0;1;0;Sickness and lack of access to medicines, Starvation, Dehydration, Harsh weather/lack of adequate shelter;Qatrun, Libya;24.934383000000, 14.633161000000;
Middle East;24/09/2019;0;0;0;0;Vehicle Accident;Reyhanlı-Antakya highway, near Reyhanlı, Hatay, Turkey;36.241342360494, 36.574383137850;http://bit.ly/2mQY2Ht
Mediterranean;24/09/2019;1;0;1;1;Drowning;20 miles off the coast of Cartagena, Murcia, Spain - boat departed from Mostaganem, Algeria;37.253252681247, -0.705211109395;http://bit.ly/2OqaE3W
South Asia;24/09/2019;0;0;1;1;Excessive Physical Abuse;Near Ann, Rakhine State, Myanmar;19.780361000000, 94.052657000000;
Sub-Saharan Africa;24/09/2019;0;0;1;0;Sickness and lack of access to medicines, Starvation, Dehydration;Bamako, Mali;-7.995856000000, 12.617282000000;
US-Mexico Border;23/09/2019;0;0;1;0;Drowning;Río Bravo, near Matamoros, Tamaulipas, Mexico;25.875635516654, -97.473025612357;https://bit.ly/2nu0UKH
Sub-Saharan Africa;23/09/2019;0;1;0;0;Sickness and lack of access to medicines, Harsh weather/lack of adequate shelter;Kumasi, Ghana;-1.621256000000, 6.659396000000;
Sub-Saharan Africa;23/09/2019;0;0;1;0;Excessive Physical Abuse;Kano, Nigeria;8.590509000000, 11.999398000000;
Sub-Saharan Africa;23/09/2019;0;1;1;1;Unknown;Unspecified location in the Central African Republic;22.524866000000, 9.987734000000;
Sub-Saharan Africa;23/09/2019;0;0;1;0;Violence;Abobo, Ivory Coast;-4.039775000000, 5.430734000000;
North Africa;23/09/2019;0;2;0;1;Dehydration;Ajdabiya, Libya;30.757530000000, 20.223400000000;
North Africa;23/09/2019;0;0;1;0;Dehydration, Harsh weather/lack of adequate shelter;Kufra, Libya;23.848018000000, 21.993292000000;
North Africa;23/09/2019;0;0;2;0;Sickness and lack of access to medicines, Starvation, Dehydration, Excessive Physical Abuse;Sabha, Libya;27.022490000000, 14.440990000000;
North Africa;23/09/2019;0;0;1;0;Fall from vehicle;Unspecified location in the Sahara Desert, Libya;25.291150000000, 13.766789000000;
US-Mexico Border;22/09/2019;0;0;2;0;Hyperthermia;Near Carrizo Springs, Dimmit County, Texas, USA;28.482962436929, -99.919967482585;https://bit.ly/2lVHCNN
US-Mexico Border;22/09/2019;0;0;1;0;Probable hyperthermia;Pima County jurisdiction, Arizona, USA;31.758419400000, -112.074414500000;http://www.humaneborders.info/
US-Mexico Border;22/09/2019;0;0;1;0;Unknown (skeletal remains);Pima County jurisdiction, Arizona, USA;31.746892100000, -111.945738600000;http://www.humaneborders.info/
Sub-Saharan Africa;22/09/2019;0;0;1;0;Sickness and lack of access to medicines;Agadez, Niger;7.985996000000, 16.975448000000;
Sub-Saharan Africa;22/09/2019;0;1;0;0;Sickness and lack of access to medicines, Suffocation;Zinguichor, Senegal;-16.263798000000, 12.562665000000;
US-Mexico Border;21/09/2019;0;0;1;0;Drowning;Río Bravo, near Guardados de Arriba, Miguel Alemán, Tamaulipas, Mexico;26.394748604205, -98.955283123743;https://bit.ly/2m95op7
Sub-Saharan Africa;21/09/2019;0;0;1;0;;Yaounde, Cameroon;11.497064000000, 3.839554000000;
Sub-Saharan Africa;21/09/2019;0;1;0;0;Sickness and lack of access to medicines, Starvation, Dehydration;Kayes, Mali;-11.444687000000, 14.435103000000;
Sub-Saharan Africa;21/09/2019;0;0;1;0;;Kedougou, Senegal;-12.174590000000, 12.559796000000;
Sub-Saharan Africa;21/09/2019;0;0;1;0;;Between Gossi and Hombori, Mali;-1.451000000000, 15.494677000000;
Sub-Saharan Africa;21/09/2019;0;1;1;3;Vehicle Accident;Bamako, Mali;-7.995856000000, 12.617282000000;
North Africa;21/09/2019;0;1;1;1;Sickness and lack of access to medicines, Starvation, Dehydration, Harsh weather/lack of adequate shelter;Qatrun, Libya;24.934383000000, 14.633161000000;
North Africa;21/09/2019;0;0;0;2;Sickness and lack of access to medicines, Starvation, Dehydration, Harsh weather/lack of adequate shelter;Bani Walid, Libya;31.764020000000, 14.035110000000;
North Africa;21/09/2019;0;0;1;1;Sickness and lack of access to medicines;Unspecified location in the Sahara Desert, Libya;25.291150000000, 13.766789000000;
Mediterranean;20/09/2019;1;1;0;1;Drowning;Off the coast of Bodrum, Muğla province, Turkey;36.973557207271, 27.403074179688;https://bit.ly/2moJgav
US-Mexico Border;20/09/2019;0;0;1;0;Drowning;Río Bravo, near Ébanos Sur, Gustavo Díaz Ordaz, Tamaulipas, Mexico;26.244371396482, -98.557419014857;https://bit.ly/2mna62K
US-Mexico Border;20/09/2019;0;0;1;0;Drowning;Río Bravo, near International Bridge 1, Eagle Pass, Texas, USA;28.707751107681, -100.511400588450;https://bit.ly/2nuRqPr
Sub-Saharan Africa;20/09/2019;0;1;0;0;Sickness and lack of access to medicines;Maradi, Niger;7.103666000000, 13.499707000000;
Europe;19/09/2019;0;0;1;0;Hit by train;Train tracks near Gradsko, North Macedonia;41.579840271918, 21.945251077734;https://bit.ly/2m9NfHN
Mediterranean;19/09/2019;0;0;1;0;Shot;Abusitta disembarkation point in Tripoli, Libya - hours after being intercepted at sea and returned to shore by the Libyan C;32.909021015328, 13.220013560791;https://bit.ly/2lX2fc5
Sub-Saharan Africa;19/09/2019;0;0;1;0;Sickness and lack of access to medicines;Kantchari, Burkina Faso;1.515145000000, 12.479761000000;
Sub-Saharan Africa;19/09/2019;0;0;2;0;;Unspecified location in northern Mali;-4.933881000000, 20.745438000000;
Sub-Saharan Africa;19/09/2019;0;0;1;0;Sickness and lack of access to medicines;Zegoua, Mali;-5.651178000000, 10.483254000000;
Sub-Saharan Africa;19/09/2019;0;1;1;0;Sickness and lack of access to medicines, Dehydration;Unspecified location in the Sahara desert, Niger, near border with Libya;22.753382000000, 13.804316000000;
North Africa;18/09/2019;0;0;1;0;Sickness and lack of access to medicines, Starvation, Dehydration, Harsh weather/lack of adequate shelter;Qatrun, Libya;24.934383000000, 14.633161000000;
Mediterranean;18/09/2019;4;0;0;0;Drowning;Off the coast of Djerba, Tunisia;34.171158953801, 11.255912929033;
Mediterranean;18/09/2019;4;0;9;0;Drowning;Off the coast of Cap Djinet, 20 km east of Boumerdès;36.983728473300, 3.638158139063;http://bit.ly/2kUikyX
Mediterranean;18/09/2019;0;0;1;0;Drowning;Off the coast of Melilla, Spain;35.320439624103, -2.948396982617;http://bit.ly/2lxUnOj
Central America;17/09/2019;0;0;1;0;Sickness and lack of access to medicines;Near migrant shelter San Francisco, Tehuacán, Puebla, Mexico;18.509727048315, -97.409583062974;http://bit.ly/2m2ogGj
US-Mexico Border;17/09/2019;0;0;1;0;Drowning;Río Bravo, near ejido Centinela, Piedras Negras, Coahuila, Mexico;28.727462890595, -100.507922294930;http://bit.ly/2kt1cAo
US-Mexico Border;17/09/2019;0;0;1;0;Drowning;Canal next to the César Chávez Border Highway by Fonseca Drive, El Paso, El Paso County, Texas, USA;31.753616299345, -106.417258984670;http://bit.ly/2kSBxRB
Mediterranean;17/09/2019;5;0;3;0;Drowning;Five nautical miles north of Cap Falcon, Oran, Algeria;36.042293320857, -0.509071856820;http://bit.ly/2lYF554
Mediterranean;17/09/2019;4;0;0;0;Drowning;Off the coast of Sfax, Tunisia;34.589760230843, 10.937168074215;
Mediterranean;17/09/2019;0;0;1;0;Drowning;Body recovered on Plage Bouyafar, near Nador, Morocco (Alboran sea);35.247147751476, -3.164730754659;http://bit.ly/2m4ywxN
US-Mexico Border;17/09/2019;0;0;0;0;Unknown (skeletal remains);Pima County jurisdiction, Arizona, USA;31.955518400000, -112.100307300000;http://www.humaneborders.info/
US-Mexico Border;17/09/2019;0;0;0;0;Unknown (skeletal remains);Pima County jurisdiction, Arizona, USA;32.064820600000, -112.472643900000;http://www.humaneborders.info/
Middle East;17/09/2019;0;0;0;0;Harsh weather/lack of adequate shelter, Suffocation;Izmir, Turkey;38.390149000000, 27.109922000000;
Sub-Saharan Africa;17/09/2019;0;0;0;0;Vehicle Accident;Odienne, Ivory Coast;-7.557931000000, 9.516828000000;
North Africa;17/09/2019;0;0;1;0;Sickness and lack of access to medicines, Dehydration;Kufra, Libya;23.848018000000, 21.993292000000;
Sub-Saharan Africa;16/09/2019;0;0;1;0;Dehydration;Unspecified location in the Sahara desert, Niger, near border with Libya;22.753382000000, 13.804316000000;
North Africa;16/09/2019;0;0;1;0;Sickness and lack of access to medicines;On the road to Sabha, Libya;27.022490000000, 14.440990000000;
US-Mexico Border;16/09/2019;0;1;0;0;Drowning;Río Bravo, near Donna-Río Bravo International Bridge, Tamaulipas, Mexico;26.066558587779, -98.076219015077;http://bit.ly/2mjInzX
US-Mexico Border;16/09/2019;0;0;0;0;Unknown (skeletal remains);Pima County jurisdiction, Arizona, USA;31.947253300000, -112.058614800000;http://www.humaneborders.info/
US-Mexico Border;16/09/2019;0;0;1;0;Unknown (skeletal remains);Pima County jurisdiction, Arizona, USA;31.910019300000, -111.808035200000;http://www.humaneborders.info/
Southeast Asia;15/09/2019;0;0;1;0;Unknown;Jakarata, Indonesia;-6.122906000000, 106.714503000000;
Middle East;15/09/2019;0;1;1;2;Unknown;Adana, Turkey;37.128998000000, 35.919804000000;
Southeast Asia;15/09/2019;0;2;1;2;Sickness and lack of access to medicine, Starvation, Harsh weather/lack of adequate shelter;Bangkok, Thailand;13.738916000000, 100.442402000000;
Sub-Saharan Africa;15/09/2019;0;1;0;0;Sickness and lack of access to medicines, Excessive Physical Abuse;Kidira, Senegal;-12.211369000000, 14.458665000000;
North Africa;15/09/2019;0;0;1;0;Sickness and lack of access to medicines, Starvation, Dehydration;Bani Walid, Libya;31.764020000000, 14.035110000000;
North Africa;15/09/2019;0;2;0;0;Sickness and lack of access to medicines, Starvation, Dehydration, Harsh weather/lack of adequate shelter;Unspecified location in the Sahara Desert, Libya;25.291150000000, 13.766789000000;
North Africa;14/09/2019;0;1;1;1;Sickness and lack of access to medicines, Starvation, Dehydration, Harsh weather/lack of adequate shelter;Bani Walid, Libya;31.764020000000, 14.035110000000;
Caribbean;14/09/2019;0;0;0;0;Drowning;Off the coast of Playa Martinica, Aguadilla, Puerto Rico;18.513426343887, -67.150985613449;http://bit.ly/2mivS7Y
US-Mexico Border;14/09/2019;0;0;2;0;Drowning;Río Bravo, near Isla del Mudo, Piedras Negras, Coahuila, Mexico;28.727691607932, -100.508059818540;http://bit.ly/2mi3D9f
US-Mexico Border;14/09/2019;0;0;1;0;Unknown (skeletal remains);Ranch near Encino, Brooks County, Texas, USA;26.962501412677, -98.293211366797;https://bit.ly/2l1grRh
US-Mexico Border;14/09/2019;0;0;1;0;Drowning;All American Canal, Calexico, Imperial County, California, USA;32.662404339540, -115.537249717750;
Middle East;14/09/2019;0;0;1;0;Starvation, Harsh weather/lack of adequate shelter;Close to the border with Iran, Turkey;37.882945000000, 44.026199000000;
Southeast Asia;14/09/2019;0;1;1;2;Sickness and lack of access to medicine, Starvation, Harsh weather/lack of adequate shelter;Ranong, Thailand;10.125931000000, 98.714696000000;
Mediterranean;13/09/2019;4;0;0;0;Presumed drowning;15 miles off the coast of Marettimo, Sicily, Italy;37.949458912014, 11.983127132731;http://bit.ly/2kmw0CP
US-Mexico Border;13/09/2019;0;0;1;0;Dehydration;Ranch southwest of the Falfurrias Border Patrol Checkpoint on U.S. Highway 281, Brooks County, Texas, USA;26.975419020731, -98.236322802092;http://bit.ly/2mdSO89
US-Mexico Border;13/09/2019;0;0;1;0;Unknown;Ranch near Encino, Brooks County, Texas, USA;26.932000971238, -98.226225375945;http://bit.ly/2mOowJI
North Africa;13/09/2019;0;1;0;1;Sickness and lack of access to medicines, Dehydration;Unspecified location in the Sahara Desert, near Kufra, Libya;25.291150000000, 13.766789000000;
North Africa;13/09/2019;0;1;1;0;Sickness and lack of access to medicines, Starvation, Dehydration, Excessive Physical Abuse;Sabha, Libya;23.358277000000, 22.388895000000;
North Africa;13/09/2019;0;2;1;1;Vehicle Accident;Unspecified location in the Sahara Desert, Libya;25.291150000000, 13.766789000000;
North Africa;13/09/2019;0;0;1;0;Sickness and lack of access to medicines;Tripoli, Libya;32.895340000000, 13.181050000000;
North Africa;12/09/2019;0;1;0;1;Sickness and lack of access to medicines, Starvation, Dehydration;Sabratha, Libya;38.120720000000, 13.307010000000;
Europe;12/09/2019;0;0;0;0;Vehicle Accident;Egnatia highway, near Komotini, Greece;41.094866935213, 25.406005057255;http://bit.ly/2mkfdAX
US-Mexico Border;11/09/2019;0;1;1;1;Drowning;Río Bravo, near San Felipe Creek, Del Rio, Val Verde County, Texas;29.326039842099, -100.919307459890;https://cnn.it/2mmuLE9
Mediterranean;11/09/2019;0;0;1;0;Presumed drowning;Beach in Castillo de Manilva, Málaga, Spain;36.350937341749, -5.231617462154;https://bit.ly/2Furqt6
Sub-Saharan Africa;11/09/2019;0;0;1;0;Sickness and lack of access to medicines, Starvation, Dehydration, Harsh weather/lack of adequate shelter;Agadez, Niger;16.973140000000, 7.989740000000;
Sub-Saharan Africa;11/09/2019;0;1;0;0;Sickness and lack of access to medicines, Starvation, Dehydration, Harsh weather/lack of adequate shelter;Agadez, Niger;16.973140000000, 7.989740000000;
North Africa;10/09/2019;0;0;1;0;Dehydration;Unspecified location in the Sahara Desert, Libya, near border with Sudan;23.358277000000, 22.388895000000;
Sub-Saharan Africa;10/09/2019;0;0;1;0;Sickness and lack of access to medicines, Harsh weather/lack of adequate shelter;Ougadougou, Burkina Faso;-1.521050000000, 12.368721000000;
Middle East;09/09/2019;0;0;1;0;Drowning;Evros/Meriç river, near Yenikadın, Edirne, Turkey;41.686784185245, 26.437765783120;http://bit.ly/2mkfAeP
US-Mexico Border;09/09/2019;0;0;1;0;Unknown (skeletal remains);Pima County jurisdiction, Arizona, USA;31.349332500000, -110.139376200000;http://www.humaneborders.info/
Sub-Saharan Africa;09/09/2019;0;1;0;0;Sickness and lack of access to medicines, Starvation, Dehydration;Bamako, Mali;-7.995856000000, 12.617282000000;
Sub-Saharan Africa;09/09/2019;0;0;2;0;Sickness and lack of access to medicines;Cotonou, Benin;2.387595000000, 6.369104000000;
Sub-Saharan Africa;09/09/2019;0;0;1;0;Sickness and lack of access to medicines, Starvation;Agadez, Niger;16.973140000000, 7.989740000000;
North Africa;09/09/2019;0;1;1;1;Sickness and lack of access to medicines, Starvation, Dehydration, Harsh weather/lack of adequate shelter;Bani Walid, Libya;31.764020000000, 14.035110000000;
North Africa;08/09/2019;0;0;1;0;Sickness and lack of access to medicines, Excessive Physical Abuse;Sabha, Libya;27.022490000000, 14.440990000000;
North Africa;08/09/2019;0;1;1;1;Sickness and lack of access to medicines, Starvation, Dehydration, Harsh weather/lack of adequate shelter;Unspecified location in the Sahara Desert, Libya;25.291150000000, 13.766789000000;
North Africa;08/09/2019;0;1;0;0;Sickness and lack of access to medicines, Sexual abuse;Brak, Libya;27.546820000000, 14.267570000000;
North Africa;08/09/2019;0;0;2;2;Dehydration;Unspecified location in the Sahara Desert, Libya;25.291150000000, 13.766789000000;
Sub-Saharan Africa;08/09/2019;0;1;1;0;Sickness and lack of access to medicines, Starvation, Dehydration;Unspecified location in the Sahara desert, Niger;22.753382000000, 13.804316000000;
Sub-Saharan Africa;08/09/2019;0;2;0;0;Sickness and lack of access to medicines;Cotonou, Benin;2.387595000000, 6.369104000000;
Sub-Saharan Africa;08/09/2019;0;0;1;1;;Fada-Ngourma, Burkina Faso;0.363461000000, 12.058941000000;
Europe;07/09/2019;0;0;1;0;Head injury;Body recovered in Dora river, near Bardonecchia, Piamonte, Italy;45.079408592493, 6.700213388391;http://bit.ly/2lDG4ro
North Africa;07/09/2019;0;0;1;0;Violence;Bolingo forest, near Nador, Morocco;35.204391764075, -2.925109863281;http://bit.ly/2k6OFlN
US-Mexico Border;07/09/2019;0;0;1;0;Probable hyperthermia;Pima County jurisdiction, Arizona, USA;32.057499000000, -111.666072500000;http://www.humaneborders.info/
Mediterranean;07/09/2019;1;0;0;0;Drowning;Off the coast of Misrata, Libya;32.448179878103, 15.158001844758;
Sub-Saharan Africa;07/09/2019;0;0;1;0;Sickness and lack of access to medicines;Nouakchott, Mauritania;-15.955289000000, 18.071763000000;
US-Mexico Border;06/09/2019;0;0;1;0;Sickness;Hospital in San Antonio, Texas after being rescued from the Río Bravo near Eagle Pass, Maverick County, Texas, USA;29.424121900000, -98.493628200000;http://bit.ly/2lEKVbI
Mediterranean;06/09/2019;0;1;0;0;Sickness and lack of access to medicine;Samos hospital shortly after being rescued off the coast of Kokkari, Samos, Greece;37.754785700000, 26.977770100000;http://bit.ly/2kylsk3
US-Mexico Border;06/09/2019;0;0;1;0;Unknown (skeletal remains);Pima County jurisdiction, Arizona, USA (see coordinates for exact location);31.964036100000, -111.953480900000;http://www.humaneborders.info/app/mapa.asp
Sub-Saharan Africa;06/09/2019;0;1;0;0;Sickness and lack of access to medicines;Koupela, Burkina Faso;-0.351305000000, 12.179216000000;
US-Mexico Border;05/09/2019;0;0;1;0;Drowning;Río Bravo, near poblado Venecia, Reynosa, Tamaulipas, Mexico;26.095001305916, -98.273011631016;http://bit.ly/2m7mXpO
Mediterranean;05/09/2019;4;0;4;0;Presumed drowning;Off the coast of Bouyafar, Morocco (Alboran Sea);35.837725415025, -3.356083848156;http://bit.ly/2lQNNm0
US-Mexico Border;05/09/2019;0;0;1;0;Hyperthermia;Open Desert near Calexico, California, Imperial County, California, USA;32.665583628840, -115.532443199190;
North Africa;05/09/2019;0;0;1;0;Sickness and lack of access to medicines, Starvation, Harsh weather/lack of adequate shelter;Tamanrasset, Algeria;22.787960000000, 5.527180000000;
North Africa;05/09/2019;0;1;0;1;Sickness and lack of access to medicines, Starvation, Dehydration, Harsh weather/lack of adequate shelter;Bani Walid, Libya;31.764020000000, 14.035110000000;
North Africa;04/09/2019;0;1;0;0;Sickness and lack of access to medicines, Starvation, Dehydration, Harsh weather/lack of adequate shelter;Sabratha, Libya;38.120720000000, 13.307010000000;
